created_at,timestamp,static_updated_at,position_updated_at,mmsi,latitude,longitude,speed,course,heading,imo,name,call_sign,flag,draught,ship_type_code,ship_type,length,width,eta,destination,status,collection_type
2024-01-01 00:00:00.216 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:57:45 UTC,2024-01-01 00:00:00 UTC,311001272,5.2663633333333335,4.4562733333333329,0.1,253.1,302,9938482,SONANGOL KULUMBIMBI ,C6GK6  ,BS,9.4,80,Tanker,274,48,2023-12-27 07:00:00 UTC,NGERT               ,0,terrestrial
2024-01-01 00:00:02.264 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:57:05 UTC,2024-01-01 00:00:00 UTC,701006147,-38.035745,-57.526486666666663,0.2,11.2,511,8910964,DON FRANCISCO 1@@@@@,LW 4975,AR,4,30,Fishing Vessel,132,29,2023-02-04 12:00:00 UTC,ZONA DE PESCA@@@@@@@,3,terrestrial
2024-01-01 00:00:00.692 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:02 UTC,2024-01-01 00:00:00 UTC,538006484,6.4292399999999992,3.3910150000000003,0,360,511,8809921,FRONT PUFFIN@@@@@@@@,V7NO6 @,MH,10,99,Other,235,43,2023-03-16 11:00:00 UTC, NAVY BOAT 5NM CPA @,1,terrestrial
2024-01-01 00:00:01.426 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:56:32 UTC,2024-01-01 00:00:00 UTC,770576165,-34.899575,-56.199663333333334,0,0,511,0,SEA LIGHT           ,CXBR   ,UY,1.5,50,Special Craft,14,5,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:00.609 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:55:09 UTC,2024-01-01 00:00:00 UTC,657215673,6.333966666666667,3.45133,7.5,138.7,142,9801641,JO HAM 1            ,5OGLV  ,NG,2.8,40,High-Speed Craft,33,8,2023-08-23 16:40:00 UTC,@@@@@@@@@@@@@@@@@@@@,8,terrestrial
2024-01-01 00:00:01.831 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:07 UTC,2024-01-01 00:00:00 UTC,701006056,-38.033938333333339,-57.53007,0,0.5,511,8614326,NAVEGANTES II@@@@@@@,LW2857@,AR,3.8,30,Fishing Vessel,67,10,2023-04-04 13:00:00 UTC,PTO MAR DEL PLATA@@@,0,terrestrial
2024-01-01 00:00:02.932 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:42 UTC,2024-01-01 00:00:00 UTC,701019000,-38.048465,-57.536341666666665,0,168.1,511,9112961,CENTAURO 2000  @@@@@,LW 9780,AR,0,0,Other,37,9,2023-11-21 05:30:00 UTC,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:03.975 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:57:43 UTC,2024-01-01 00:00:00 UTC,770576231,-34.596398333333333,-58.364338333333329,0.1,355.5,166,9119385,SILVIA ANA L        ,CXQZ   ,UY,2.6,40,High-Speed Craft,0,0,2023-04-13 00:30:00 UTC,BS COL BS           ,0,terrestrial
2024-01-01 00:00:02.832 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:17 UTC,2024-01-01 00:00:00 UTC,701000676,-34.630448333333334,-58.351643333333328,0,194.1,511,6915570,YAKTEMI@@@@@@@@@@@@@,LW8733 ,AR,3,53,Special Craft,54,11,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:03.424 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:13 UTC,2024-01-01 00:00:00 UTC,671019300,5.5999133333333333,0.036303333333333333,0.8,173.2,511,9055711,-DETERMINATION@@@@@@,5VDN6@@,TG,4,84,Tanker,432,0,2023-12-19 20:00:00 UTC,TEMA@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:03.067 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:54:37 UTC,2024-01-01 00:00:00 UTC,701000865,-34.624921666666665,-58.349553333333333,0,9.3,316,7931959,BOUCINA @@@@@@@@@@@@,LW 9749,AR,3.9,30,Fishing Vessel,43,7,2023-10-18 12:00:00 UTC,PUERTO BUENOS AIRES@,7,terrestrial
2024-01-01 00:00:03.061 UTC,2024-01-01 00:00:00 UTC,2023-12-30 06:58:43 UTC,2024-01-01 00:00:00 UTC,657374000,6.4080833333333338,3.6304066666666666,2.2,260.8,511,,,5NLD4  ,NG,,52,Tug,2,2,,,15,terrestrial
2024-01-01 00:00:00.27 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:44 UTC,2024-01-01 00:00:00 UTC,657270100,4.4048033333333336,7.829265,0.1,249.1,511,7383401,PRINCESS AWENI      ,5N2122 ,NG,0,0,Other,260,0,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:00.27 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:17 UTC,2024-01-01 00:00:00 UTC,657117300,4.13198,7.9754783333333332,7.4,61.1,511,9702314,DEFENDER VI (AIS2)@@,5NSY6@@,NG,2.4,40,High-Speed Craft,33,7,2023-12-22 01:50:00 UTC,USAN@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:51:42.154 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:05:09 UTC,2024-01-01 00:00:00 UTC,636020122,-18.736085,-37.956911666666663,10.3,18.1,16,9757022,AQUAPISCES          ,D5XT9  ,LR,12.1,70,Cargo,198,32,2023-01-17 09:30:00 UTC,US BOS              ,0,satellite
2024-01-01 00:00:01.83 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:56:58 UTC,2024-01-01 00:00:00 UTC,770576160,-34.900265,-56.203025000000004,0,0,511,0,BESUGO II           ,CXOO   ,UY,3,30,Fishing Vessel,21,6,2023-02-28 05:00:00 UTC,ZONA DE PESCA       ,0,terrestrial
2024-01-01 00:00:00.311 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:55:09 UTC,2024-01-01 00:00:00 UTC,701033000,-34.404358333333334,-58.59534,0,341.3,511,7382421,ATLANTIC DAMA @@@@@@,SSD@@@@,AR,3.6,52,Tug,58,12,2023-08-05 22:30:00 UTC,MONTEVIDEO@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:00.609 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:54:41 UTC,2024-01-01 00:00:00 UTC,636015762,5.0016733333333327,4.07143,13.2,152.6,154,9579535,ALMI SUN            ,D5CQ8  ,LR,9.3,80,Tanker,274,48,2023-01-02 23:01:00 UTC,NG ABM              ,0,terrestrial
2024-01-01 00:00:33.045 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:47:55 UTC,2024-01-01 00:00:00 UTC,657193600,4.4800033333333333,3.0526583333333335,8.6,175.1,511,0,MV A80              ,50KF   ,NG,0,36,Sailing Vessel,37,8,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:16.156 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:50:41 UTC,2024-01-01 00:00:00 UTC,657664000,4.0570283333333332,7.8373183333333332,1,51.4,511,0,MV.ACEMS III        ,5NJE2  ,NG,1.2,60,Passenger Ship,38,8,,ARMED GUARDS ONBOARD,15,terrestrial
2024-01-01 00:00:00.414 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:47 UTC,2024-01-01 00:00:00 UTC,657127100,4.09198,7.7630533333333336,11.9,269,270,9741310,TMC HAWK            ,5NYL5  ,NG,3,35,Special Craft,33,7,2023-12-14 15:00:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:00:00.353 UTC,2024-01-01 00:00:00 UTC,,2024-01-01 00:00:00 UTC,613284700,4.3941866666666671,8.4323916666666658,4.7,307.4,511,,,,CM,,,,,,,,0,terrestrial
2024-01-01 00:00:01.561 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:03 UTC,2024-01-01 00:00:00 UTC,538008380,4.4442866666666667,7.1537533333333325,0,279.9,24,9290311,BRYANSTON           ,V7A2297,MH,8,81,Tanker,244,42,2023-11-17 15:00:00 UTC,ARMED GUARD ONBOARD ,0,terrestrial
2024-01-01 00:00:03.085 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:54:02 UTC,2024-01-01 00:00:00 UTC,710019690,-22.878531666666667,-43.120824999999996,0,48.5,511,0,BRIZAMAR         @@@,PQ4577 ,BR,0,99,Other,42,10,2023-07-23 07:00:00 UTC,PCAXV X PAQUETA@@@@@,0,terrestrial
2024-01-01 00:00:00.609 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:57:23 UTC,2024-01-01 00:00:00 UTC,657893000,4.2231816666666662,7.7704383333333329,8,107.4,102,9658539,DEFENDER 2          ,5NSY3  ,NG,2,49,High-Speed Craft,33,7,2023-12-28 23:00:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:00:02.928 UTC,2024-01-01 00:00:00 UTC,,2024-01-01 00:00:00 UTC,657121800,4.6892166666666668,7.1571833333333332,0.3,273.9,273,,JASCON 63@@@@@@@@@@@,,NG,,40,High-Speed Craft,19,6,,,,terrestrial
2024-01-01 00:00:01.429 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:52:26 UTC,2024-01-01 00:00:00 UTC,375047000,-5.3174716666666662,12.101758333333333,0.2,157.9,136,9639191,BOURBON LIBERTY 161 ,J8B4979,VC,4.1,90,Other,62,14,2023-12-22 03:30:00 UTC,KUNGULO OILFIELD    ,0,terrestrial
2024-01-01 00:00:15.567 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:54:18 UTC,2024-01-01 00:00:00 UTC,657151000,4.2690316666666668,8.1713583333333339,1.2,41.3,41,0,MV SILVERLINE 2@@@@@,5ODU2@@,NG,0,0,Other,0,0,2023-09-24 19:00:00 UTC,12@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:32.687 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:20 UTC,2024-01-01 00:00:00 UTC,657173100,5.2658466666666666,4.4740633333333335,5.6,283.2,292,9874363,RELIANCE MERCY      ,5OAT2  ,NG,3,40,High-Speed Craft,35,7,,OUT BOUND           ,0,terrestrial
2024-01-01 00:00:00.237 UTC,2024-01-01 00:00:00 UTC,,2024-01-01 00:00:00 UTC,677350000,6.4488616666666667,3.3899183333333336,0.1,278.1,511,,,,TZ,,,,,,,,15,terrestrial
2024-01-01 00:00:00.353 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:57:43 UTC,2024-01-01 00:00:00 UTC,657171200,4.1895816666666663,8.1918566666666663,6.6,257,255,9801639,MV ELYON            ,50AK2  ,NG,0,35,Special Craft,13,9,2023-09-29 12:30:00 UTC,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:02.945 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:45:51 UTC,2024-01-01 00:00:00 UTC,701000836,-38.04834,-57.537086666666667,0,26.6,511,9077939,BELVEDERE @@@@@@@@@@,LW 9565,AR,2.4,30,Fishing Vessel,26,7,2023-01-02 06:00:00 UTC,ZONAPESCA@@@@@@@@@@@,8,terrestrial
2024-01-01 00:00:02.839 UTC,2024-01-01 00:00:00 UTC,,2024-01-01 00:00:00 UTC,701059000,-38.049065000000006,-57.535381666666666,0,351.2,62,,,,AR,,,,,,,,7,terrestrial
2024-01-01 00:00:04.76 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:55 UTC,2024-01-01 00:00:00 UTC,577590000,-5.515905,11.997715,0.2,221.5,103,9958509,FRANQUE TIDE@@@@@@@@,YJXM4@@,VU,2.9,52,Tug,29,9,2023-12-31 18:00:00 UTC,SBM4@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:03.44 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:35 UTC,2024-01-01 00:00:00 UTC,538007941,-5.3745,12.165439999999998,0.2,181.1,511,0,LUCY TIDE           ,V7DO3  ,MH,0,0,Other,0,0,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:02.06 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:57:26 UTC,2024-01-01 00:00:00 UTC,701006679,-32.697833333333328,-60.72349333333333,0,248.4,511,9769362,COOPOR ESTIBADOR I  ,LW 3301,AR,4.5,52,Tug,28,10,2023-05-07 00:00:00 UTC,SAN LORENZO         ,8,terrestrial
2024-01-01 00:00:03.326 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:50:55 UTC,2024-01-01 00:00:00 UTC,701006194,-38.035835,-57.531725,0,173.7,511,0,KYOKKO RUA          ,LW8163 ,AR,0,0,Other,32,9,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:19:56.665 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:53:01 UTC,2024-01-01 00:00:00 UTC,701000800,-47.751781666666673,-65.918061666666674,0,277,511,8801149,VIEIRASA 16@@@@@@@@@,SSD@@@@,AR,0,0,Other,36,9,,@@@@@@@@@@@@@@@@@@@@,15,satellite
2024-01-01 00:51:42.331 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:17 UTC,2024-01-01 00:00:00 UTC,710005920,-21.823775,-40.954648333333331,8.8,79.9,81,9426984,CBO ANA LUISA@@@@@@@,PPZT@@@,BR,4.5,79,Cargo,75,17,2023-12-31 11:00:00 UTC,PORTO DO ACU@@@@@@@@,5,satellite
2024-01-01 04:25:53.671 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:51:35 UTC,2024-01-01 00:00:00 UTC,725000662,-43.932933333333338,-73.409655,9.5,183.7,183,9534092, @@@@@@@            ,CA2513 ,CL,3.5,30,Fishing Vessel,67,12,2023-01-03 12:00:00 UTC,PENLA STAINES       ,0,satellite
2024-01-01 00:00:03.054 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:55:20 UTC,2024-01-01 00:00:00 UTC,372916000,-33.817528333333335,-59.221591666666669,12.2,267.1,276,9800441,FAIRCHEM ENDURANCE  ,3FXJ6  ,PA,6.3,80,Tanker,159,27,2023-12-30 23:00:00 UTC,ARSLO               ,0,terrestrial
2024-01-01 00:00:46.164 UTC,2024-01-01 00:00:00 UTC,,2024-01-01 00:00:00 UTC,710239100,-22.877419999999997,-43.124841666666661,0,197,0,,,,BR,,,,,,,,,terrestrial
2024-01-01 00:00:01.76 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:57 UTC,2024-01-01 00:00:00 UTC,770576106,-34.89761,-56.199605,0,172.6,258,8702317,RIO SOLIS II        ,CXXV   ,UY,5.5,30,Fishing Vessel,0,0,2023-05-26 17:00:00 UTC,MONTEVIDEO@@@@@@@@@@,5,terrestrial
2024-01-01 00:00:00.609 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:43 UTC,2024-01-01 00:00:00 UTC,352916000,5.3879383333333335,4.5914933333333332,0.1,254.1,511,8302131,TAMARA TOKONI       ,3EQU8  ,PA,0,89,Tanker,0,0,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:02.701 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:00 UTC,2024-01-01 00:00:00 UTC,770576103,-34.90043,-56.203683333333331,0,0,511,0,CACIQUE             ,CXUO   ,UY,5,30,Fishing Vessel,5,0,,PESQUERO            ,15,terrestrial
2024-01-01 00:00:00.237 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:55:21 UTC,2024-01-01 00:00:00 UTC,657127200,6.44842,3.39119,0,278.2,511,9762168,ELTEE 1             ,5OAJ   ,NG,1.8,60,Passenger Ship,38,8,2023-11-04 18:00:00 UTC,FORCADOS            ,0,terrestrial
2024-01-01 00:00:24.609 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:54:05 UTC,2024-01-01 00:00:00 UTC,668116140,3.8207383333333333,7.3491833333333334,8.5,70,511,,GLORY               ,S9-UK  ,ST,,0,Other,0,0,,,,terrestrial
2024-01-01 00:51:42.088 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:08:59 UTC,2024-01-01 00:00:00 UTC,710004880,-21.25677,-40.070235000000004,2.9,98.1,93,9668726,STARNAV PERSEUS     ,PPYU   ,BR,4.5,99,Other,89,18,2023-12-28 13:00:00 UTC,BACIA DE ES         ,3,satellite
2024-01-01 00:00:00.922 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:55:39 UTC,2024-01-01 00:00:00 UTC,657252900,4.2138383333333334,7.8031333333333333,6.9,256.9,262,9303479,MV PLATT JOE JOE    ,5OZB   ,NG,0,0,Other,0,0,2023-06-07 05:00:00 UTC,ABO OIL FIELD       ,0,terrestrial
2024-01-01 00:00:00.237 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:33 UTC,2024-01-01 00:00:00 UTC,657052872,6.4321433333333333,3.3896716666666666,0,178,91,9802566,AVA J MCCALL        ,5OKTY  ,NG,2.4,52,Tug,60,10,2023-12-31 11:00:00 UTC,LAGOS LADOL         ,0,terrestrial
2024-01-01 00:00:00.713 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:26 UTC,2024-01-01 00:00:00 UTC,657830000,3.5733816666666667,7.3932233333333333,0,253.8,23,9505845,USAN FPSO           ,5NMX2  ,NG,0,89,Tanker,320,61,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:00.175 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:55:56 UTC,2024-01-01 00:00:00 UTC,657615000,4.7735983333333341,7.065915,0.1,352.3,511,9592147,MV PRIMUS           ,5NTZ   ,NG,3,90,Other,25,9,2023-01-13 06:00:00 UTC,ADANGA FIELD        ,0,terrestrial
2024-01-01 00:00:00.054 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:53 UTC,2024-01-01 00:00:00 UTC,657224200,4.1201733333333328,8.261375,0.3,347.1,128,9909883,AUS PIONEER         ,5OSR   ,NG,20,69,Passenger Ship,40,8,2023-01-01 00:00:00 UTC,@@@@@@@@@@@@@@@@@@@@,13,terrestrial
2024-01-01 00:00:00.497 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:55:13 UTC,2024-01-01 00:00:00 UTC,657127500,3.57018,7.4622866666666665,5.8,2.7,359,9702338,MV ELIJAH           ,50AK   ,NG,2.7,35,Special Craft,0,0,2023-11-28 15:00:00 UTC,RVP                 ,8,terrestrial
2024-01-01 00:00:00.216 UTC,2024-01-01 00:00:00 UTC,2024-01-01 00:00:00 UTC,2024-01-01 00:00:00 UTC,312845000,6.3242133333333337,3.3576016666666666,0.8,74.1,282,9339791,MY LAMA             ,V3TD3  ,BZ,9,70,Cargo,170,26,2024-02-01 06:00:00 UTC,NG PHC              ,1,terrestrial
2024-01-01 00:00:00.609 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:40 UTC,2024-01-01 00:00:00 UTC,657132200,5.3496983333333334,4.33422,0.2,294.6,314,9742845,JASCON 69           ,5NZX7  ,NG,4.4,90,Other,70,16,2023-12-22 04:00:00 UTC,ERHA  FIELD         ,0,terrestrial
2024-01-01 00:00:00.414 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:07 UTC,2024-01-01 00:00:00 UTC,657175600,4.171383333333333,7.49735,6.3,108.6,104,9869825,TMC PHOENIX         ,5NYL9  ,NG,1.7,60,Passenger Ship,40,8,2023-12-26 21:50:00 UTC,AMENAM              ,0,terrestrial
2024-01-01 00:51:30.111 UTC,2024-01-01 00:00:00 UTC,2023-12-31 20:33:05 UTC,2024-01-01 00:00:00 UTC,710052000,-24.996141666666666,-42.423606666666664,0.5,285.7,189,9273258,AUSTRAL ABROLHOS    ,PPPY   ,BR,5.3,95,Other,65,15,2023-12-30 22:30:00 UTC,SANTOS BASIN        ,3,satellite
2024-01-01 00:00:00.922 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:47 UTC,2024-01-01 00:00:00 UTC,657122800,4.021773333333333,7.7884633333333335,0.9,342.6,278,9359533,AFRIK EKULU         ,5NZY6  ,NG,0,90,Other,30,11,2023-12-06 00:30:00 UTC,ODUDU               ,0,terrestrial
2024-01-01 00:51:42.07 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:53:51 UTC,2024-01-01 00:00:00 UTC,566222000,-15.156791666666667,-35.466969999999996,11.6,197.7,198,9453781,PELAGICA            ,9V8834 ,SG,8.1,70,Cargo,138,21,2023-01-06 04:00:00 UTC,UY NVP              ,0,satellite
2024-01-01 00:45:26.144 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:32:31 UTC,2024-01-01 00:00:00 UTC,636014286,-22.252135,-39.32821,11.7,44.2,45,9407407,HORIZON THEONI      ,A8SS5  ,LR,11,80,Tanker,183,32,2023-01-06 05:00:00 UTC,BR SLZ              ,0,satellite
2024-01-01 00:00:00.332 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:48:46 UTC,2024-01-01 00:00:00 UTC,657152800,4.1934700000000005,7.1654583333333335,1,295.8,511,9774226,EREGBA II           ,5OEA   ,NG,1.8,35,Special Craft,29,21,2023-12-24 21:00:00 UTC,BONNY OFFSHORE      ,0,terrestrial
2024-01-01 00:00:00.713 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:58 UTC,2024-01-01 00:00:00 UTC,657104600,3.5858283333333332,7.42475,0.6,75.5,511,9429948,JASCON 39           ,5NXW4  ,NG,4,0,Other,60,16,2023-12-10 15:45:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:00:00.175 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:46 UTC,2024-01-01 00:00:00 UTC,657181400,4.767615,7.0552666666666664,0,328.2,138,7931026,AMBIKA              ,5OCX9  ,NG,4.5,33,Special Craft,96,14,2023-03-23 14:00:00 UTC,FORCADOS            ,5,terrestrial
2024-01-01 00:00:03.077 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:51:50 UTC,2024-01-01 00:00:00 UTC,701151000,-38.045218333333331,-57.539595,0,330.8,511,9964687,LUIGI@@@@@@@@@@@@@@@,LW 4680,AR,5.4,90,Other,40,11,2023-09-29 07:00:00 UTC,PTO MAR DEL PLATA   ,0,terrestrial
2024-01-01 00:00:02.214 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:28 UTC,2024-01-01 00:00:00 UTC,538005137,-9.6817166666666665,-35.723708333333335,0,150.3,211,9255189,DS MANATEE@@@@@@@@@@,V7BG8@@,MH,5.9,70,Cargo,178,26,2023-12-16 15:00:00 UTC,BR MCZ@@@@@@@@@@@@@@,5,terrestrial
2024-01-01 00:00:01.824 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:28 UTC,2024-01-01 00:00:00 UTC,224943000,-12.307531666666668,13.565511666666668,0,243.2,206,8701181,PLAYA DE BARRA @@@@@,EFHA@@@,ES,5.5,30,Fishing Vessel,40,9,2023-01-01 06:30:00 UTC,LOBITO       @@@@@@@,7,terrestrial
2024-01-01 00:00:00.216 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:33:36 UTC,2024-01-01 00:00:00 UTC,657164300,5.3997366666666666,3.8425883333333331,12,153,158,9241815,ST ZEE ZEE@@@@@@@@@@,5OAQ3@@,NG,5.2,89,Tanker,176,31,2023-01-02 09:00:00 UTC,NGBON@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:00.839 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:18 UTC,2024-01-01 00:00:00 UTC,565985000,4.2300333333333331,7.8375900000000005,0,219.9,322,8770546,CARACAL PIONEER     ,9V8356 ,SG,3,90,Other,80,44,2023-12-21 12:00:00 UTC,IBOM_FIELD          ,3,terrestrial
2024-01-01 00:00:00.538 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:59:47 UTC,2024-01-01 00:00:00 UTC,657149300,4.237705,8.008835,0.5,257,262,9694127,TOPAZ SEEMA         ,V7DL5  ,NG,5.3,98,Other,75,17,2023-12-22 00:30:00 UTC,FSOYOHO             ,8,terrestrial
2024-01-01 00:00:00.651 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:56:54 UTC,2024-01-01 00:00:00 UTC,657135500,4.030585,7.8038366666666672,0,96.7,6,9781059,MV OSANYAMO         ,5NRL3  ,NG,5.5,52,Tug,51,14,2023-09-29 01:30:00 UTC,ODUDU TERM          ,0,terrestrial
2024-01-01 00:51:42.471 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:14:19 UTC,2024-01-01 00:00:00 UTC,538005900,-12.692253333333333,-37.832655,6.9,230.3,233,9722015,BALTIC WASP         ,V7HZ4  ,MH,12.4,70,Cargo,200,32,2023-01-01 09:00:00 UTC,BRSSA               ,0,satellite
2024-01-01 00:00:00.216 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:58:53 UTC,2024-01-01 00:00:00 UTC,219211000,5.3317816666666671,4.3355066666666664,0.7,80.2,67,9285524,POSEIDON EXPRESS    ,OYKO2  ,DK,5.4,90,Other,72,16,2023-12-31 18:00:00 UTC,ERHA                ,0,terrestrial
2024-01-01 00:00:00.311 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:55:43 UTC,2024-01-01 00:00:00 UTC,321200987,4.1325449999999995,7.51613,0,0,511,0,AMENAM              ,@@@@@@@,CR,0,0,Other,100,80,2023-12-16 20:00:00 UTC,@@@@@@@@@@@@@@@@@@@@,2,terrestrial
2024-01-01 00:00:03.44 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:54:48 UTC,2024-01-01 00:00:00 UTC,224935000,-8.7855383333333332,13.24639,0,360,511,9225835,SANTA MARIA R@@@@@@@,EAPA@@@,ES,0,30,Fishing Vessel,32,8,,PESCA@@@@@@@@@@@@@@@,1,terrestrial
2024-01-01 00:00:35.054 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:54:53 UTC,2024-01-01 00:00:00 UTC,657248400,6.428745,3.263295,0,343.6,268,9285732,ZONDA               ,5OXZ   ,NG,7.1,80,Tanker,174,32,2023-12-29 06:30:00 UTC,ARMED GUARDS ONBOARD,5,terrestrial
2024-01-01 00:20:14.291 UTC,2024-01-01 00:00:00 UTC,2023-12-31 20:27:00 UTC,2024-01-01 00:00:00 UTC,701103000,-46.472143333333328,-67.500208333333333,0,336.9,71,9642473,EL CHALTEN          ,LW2895 ,AR,3.9,90,Other,1,3,2023-12-14 23:00:00 UTC,CALETA OLIVIA       ,0,satellite
2024-01-01 00:46:10.115 UTC,2024-01-01 00:00:00 UTC,2023-12-31 21:53:46 UTC,2024-01-01 00:00:00 UTC,636015632,-9.8411116666666665,-26.063646666666667,14.8,298.4,300,9595412,AZUL HORIZONTE      ,D5BY6  ,LR,9.9,70,Cargo,300,50,2023-01-04 14:00:00 UTC,BR PMA              ,0,satellite
2024-01-01 00:19:56.594 UTC,2024-01-01 00:00:00 UTC,2023-12-31 21:44:45 UTC,2024-01-01 00:00:00 UTC,725003185,-43.125236666666666,-73.619306666666674,0.1,88,511,9255036,GRIP PATAGONIA@@@@@@,CA7780@,CL,4.5,75,Cargo,44,10,2023-12-31 10:00:00 UTC,CANAL YELCHO@@@@@@@@,0,satellite
2024-01-01 00:00:03.261 UTC,2024-01-01 00:00:00 UTC,2023-12-31 23:48:28 UTC,2024-01-01 00:00:00 UTC,210027000,5.7188799999999995,4.4866899999999994,0.6,111.4,324,9451587,LEADER Z@@@@@@@@@@@@,5BJN6@@,CY,5,52,Tug,67,15,2023-12-26 08:00:00 UTC,ABO OIL FIELD@@@@@@@,0,terrestrial
